STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2010,,27804.507,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2011,,28159.428,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2012,,27981.717,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2013,,28385.833,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2014,,28565.921,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2015,,28857.865,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2016,,29120.065,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2017,,29243.146,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2018,,29554.96,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2019,,29877.635,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2020,,28485.115,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2021,,30247.202,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2022,,31720.06,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2023,,32450.375,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ITA,Italy,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2024,,33148.002,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2010,,42635.779,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2011,,43398.162,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2012,,44103.878,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2013,,45153.696,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2014,,45302.991,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2015,,45930.571,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2016,,46380.761,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2017,,46678.463,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2018,,47173.182,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2019,,48060.149,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2020,,49746.284,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2021,,50688.306,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2022,,52094.041,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2023,,55542.405,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,NLD,Netherlands,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2024,,58248.347,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2010,,16628.728,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2011,,16522.14,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2012,,16082.945,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2013,,16515.054,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2014,,16281.367,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2015,,16385.451,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2016,,16553.046,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2017,,16882.113,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2018,,17424.368,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2019,,18253.987,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2020,,18489.371,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2021,,19229.683,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2022,,20419.349,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2023,,22016.437,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,PRT,Portugal,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2024,,23177.059,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2010,,26348.233,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2011,,26486.723,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2012,,26270.783,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2013,,26527.557,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2014,,26479.002,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2015,,26850.434,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2016,,26745.706,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2017,,26801.724,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2018,,27114.07,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2019,,27719.6,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2020,,27622.004,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2021,,29251.649,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2022,,30378.665,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2023,,31953.076,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,ESP,Spain,WG,Wages,EUR,Euro,A,Annual,V,Current prices,MEAN,Mean,_Z,Not applicable,2024,,33043.823,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2010,,54213.58,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2011,,53630.042,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2012,,53933.953,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2013,,53956.456,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2014,,54161.086,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2015,,54555.718,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2016,,55078.269,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2017,,55085.308,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2018,,55293.594,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2019,,55750.457,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2020,,55904.792,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2021,,56768.519,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2022,,55460.013,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2023,,55327.696,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,AUT,Austria,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2024,,56968.032,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2010,,42877.819,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2011,,42800.958,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2012,,43079.481,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2013,,43448.558,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2014,,43749.179,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2015,,44161.864,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2016,,44668.788,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2017,,45287.961,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2018,,45229.953,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2019,,45667.136,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2020,,43413.829,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2021,,45125.444,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2022,,45314.902,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2023,,44562.157,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,FRA,France,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2024,,44908.538,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DEU,Germany,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2010,,44274.261,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DEU,Germany,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2011,,45166.813,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DEU,Germany,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2012,,45769.416,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DEU,Germany,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2013,,46200.362,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DEU,Germany,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2014,,46974.871,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DEU,Germany,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2015,,48054.24,,2024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Average annual wages,I,DEU,Germany,WG,Wages,EUR,Euro,A,Annual,Q,Constant prices,MEAN,Mean,_Z,Not applicable,2016,,48792.304,,2024,,A,Normal value,0,Units,0,Zero
